1.03661,0.787078,-0.0866387
0.938264,-0.546228,0.164007
0.4658,0.823331,-0.380492
1.30331,-0.675906,0.404563
0.268813,0.125985,0.000630025
0.653877,0.000578046,0.317739
0.182077,0.0416509,-0.134552
1.18763,0.253743,-0.291778
0.927206,-0.569687,0.084057
1.98327,0.468174,0.519486
0.258625,-0.107818,0.377125
0.52646,-0.267694,0.321176
0.566463,0.681953,-0.691698
1.00944,-0.245279,0.472785
0.682669,-0.0245111,0.732169
1.67555,0.605111,0.427566
1.52418,0.187927,-0.358918
0.108448,-0.293047,0.0286434
0.491289,0.0909516,0.473998
0.505035,-0.0429816,0.184855
1.59871,-0.011745,-0.154623
0.330091,-0.0533402,0.553579
0.451101,0.172459,0.247251
1.46829,0.389642,-0.0199256
0.441959,0.7716,-0.130728
1.28509,0.303293,0.00489128
-0.104054,-0.0594816,0.182687
0.558772,0.466846,0.292306
0.433574,0.336834,0.164288
0.186252,-0.33004,0.0392172
0.688065,0.988992,-0.202186
1.43208,0.58598,0.288603
0.713541,0.752152,-0.33687
1.78265,0.195717,0.0342861
0.946898,-0.156372,-0.0257937
0.629116,0.34991,0.140255
0.568024,0.137032,-0.276107
0.584765,-0.51819,0.239185
1.48058,-0.726927,0.409356
1.50587,0.0980505,-0.122067
1.18836,-0.0859459,0.560824
1.25107,-0.206996,-0.0873169
1.42085,-0.551243,0.339812
0.249456,0.622441,-0.145566
0.896145,-0.249033,0.620994
1.16125,0.426276,-0.510243
0.292708,0.0198271,0.581207
1.3357,-0.344351,0.760404
1.52623,-0.0661031,0.404309
1.74909,-0.152264,0.32063
0.805934,0.668916,0.160798
1.76275,0.201195,0.444425
-0.103489,0.242005,0.297688
0.800545,-0.770184,0.259415
0.879576,-0.78402,0.338884
1.15388,0.337209,0.165978
0.736944,0.313061,-0.440761
0.857619,0.5447,-0.0531052
0.175551,0.104104,-0.334596
1.62453,0.119106,0.643079
1.01076,0.191961,0.120224
0.645503,0.407095,-0.467269
1.93042,0.522027,0.581857
1.35707,-0.454041,0.493996
1.42959,-0.572642,0.305857
0.744065,-0.318881,0.526104
1.43864,-0.673663,0.843943
1.74976,0.198935,0.507091
1.19917,-0.316259,0.261189
1.64003,0.43421,0.507076
1.65886,-0.202014,0.520941
1.50528,0.123315,0.481281
1.73774,0.241815,0.024906
0.39131,-0.228921,0.358872
0.150975,0.380157,-0.267363
0.283011,0.520971,0.0376262
0.701185,0.140454,-0.49264
0.225743,0.466906,-0.272593
0.767997,0.0434552,0.505276
0.574629,-0.0814349,-0.355638
1.23081,-0.322471,0.124355
0.190549,0.0763305,0.0185214
1.46461,0.0240971,0.0344121
1.07921,-0.225021,0.105103
0.969636,0.174969,-0.536085
0.0130099,-0.413743,-0.245421
0.2781,0.327901,-0.256478
0.384742,0.168542,-0.167371
1.29923,-0.0849902,-0.141916
0.848879,0.334194,-0.0555555
1.70399,-0.174658,0.101425
1.42515,0.563733,0.026336
0.887781,0.317535,-0.0899149
1.43054,0.444851,-0.20426
0.0169538,-0.333841,-0.355821
0.471209,0.311348,-0.637862
1.4145,-0.59483,0.298775
1.33706,0.285998,0.548486
1.61689,0.149437,0.0286391
0.546903,0.832106,-0.0625683
1.14879,-0.0304314,0.821935
1.43883,-0.0937115,0.720563
0.99187,-0.306096,0.940358
1.2309,0.305511,-0.16329
1.5602,-0.624681,0.231842
1.30308,-0.754473,0.638521
2.01199,0.277882,0.303566
1.17291,-0.17655,0.121692
0.754979,0.555446,0.0297773
1.7336,-0.0389282,-0.118826
0.576333,-0.362627,0.499903
1.1773,0.465257,-0.303839
-0.0219088,0.137952,0.225446
0.904842,-0.66241,0.18496
0.862666,-0.390987,0.839721
1.03281,-0.769193,0.283461
1.65178,-0.502267,0.576249
1.31543,-0.447386,0.165067
1.44168,-0.110559,0.287758
1.31664,-0.619155,0.769363
