1.036611627145030745e+00 7.870776235860106329e-01 -8.663868086086654041e-02
9.382642523107389554e-01 -5.462280325717180363e-01 1.640073008007219280e-01
4.657998949934792909e-01 8.233306132600866079e-01 -3.804916942927166201e-01
7.847026144105506695e-01 -2.701552047509148125e-01 1.013494396148915122e+00
1.303307389259761528e+00 -6.759059099195391385e-01 4.045631589805706030e-01
2.688129928401982172e-01 1.259845101870757933e-01 6.300248036393953435e-04
6.538770246447767054e-01 5.780460796926713274e-04 3.177391874232604607e-01
1.820767793898028508e-01 4.165089630054753800e-02 -1.345521835678189226e-01
1.187630305745511317e+00 2.537432145202852540e-01 -2.917776080972044328e-01
1.131157641901759270e+00 -1.259207452900891755e-01 -2.408219488286467702e-01
9.272057152224123522e-01 -5.696871524850770641e-01 8.405696354163064155e-02
1.983266113846404943e+00 4.681736542802996115e-01 5.194863008770040924e-01
2.586248416184490084e-01 -1.078184640362550573e-01 3.771254781109985021e-01
5.264596118471014385e-01 -2.676944553744854405e-01 3.211757264767450826e-01
5.664629686458096947e-01 6.819531087303383199e-01 -6.916979967713966504e-01
1.009436204525691716e+00 -2.452791874154493512e-01 4.727852122127010337e-01
6.826689370079919161e-01 -2.451109892954002681e-02 7.321691466910206225e-01
1.675548843537713717e+00 6.051113626615388652e-01 4.275657159037110633e-01
1.524182662610462424e+00 1.879271139560404480e-01 -3.589177537681738084e-01
1.084479961621364341e-01 -2.930469903541612631e-01 2.864336988759869432e-02
4.912894647437415774e-01 9.095155083731883139e-02 4.739984177391876607e-01
5.050354632863208737e-01 -4.298158671006327425e-02 1.848552837125347903e-01
6.475149239500123111e-01 4.202758796785825424e-01 -7.311023180288939161e-01
2.037373573643694424e+00 -1.730757871071186282e-01 1.647194432698607103e-01
3.581255257220021249e-01 9.105472547492634572e-01 -3.449141287204410822e-01
1.598709716920013735e+00 -1.174501267913488634e-02 -1.546225646995536274e-01
3.300910069385705192e-01 -5.334022464357009857e-02 5.535792739331215628e-01
1.081646192657725436e+00 -4.752998700491581352e-01 6.830910539239322399e-03
4.511005519391384500e-01 1.724591458188108883e-01 2.472511333139811585e-01
1.468294959173041869e+00 3.896416039317260882e-01 -1.992561435374407344e-02
4.419592775409000307e-01 7.716001988800442746e-01 -1.307279184303189179e-01
1.285087885379516015e+00 3.032934960819138048e-01 4.891280710118024733e-03
9.861621217845130127e-01 -3.177288062827468007e-01 -1.953656538652906172e-01
-1.040536104644606274e-01 -5.948164546441751105e-02 1.826872741821925494e-01
5.587718505314070994e-01 4.668464099304526216e-01 2.923056076706622708e-01
4.335742139750207169e-01 3.368338958508503844e-01 1.642882452342510347e-01
1.862523490057919895e-01 -3.300397097715949690e-01 3.921717272589525516e-02
6.880645885553478003e-01 9.889920349225037599e-01 -2.021859643838788412e-01
1.432083348534020972e+00 5.859797119552532241e-01 2.886029513101547872e-01
7.135406064628951883e-01 7.521516294165372374e-01 -3.368699526211911266e-01
1.782650012568290920e+00 1.957169824230073352e-01 3.428606144362399133e-02
1.060059849705295293e-01 2.548213611881831875e-02 -7.474850547031156034e-02
1.852163643626474121e+00 -2.239696401547650734e-02 -2.029257748359413749e-01
9.468978255719761039e-01 -1.563716967613734687e-01 -2.579367841886793383e-02
9.483323871313464881e-02 4.489171321423340855e-01 2.828025864109209309e-01
6.291158477521973102e-01 3.499102527474949875e-01 1.402551933592121602e-01
1.013226529325761405e+00 1.008146202484546894e+00 6.209127667405978102e-02
